Year,UNITID,FACSTAT,ARANK,HRTOTLT,HRTOTLM,HRTOTLW
2021,207324,10,1,39,29,10
2021,207324,10,2,21,15,6
2021,207324,10,3,25,12,13
2021,207324,10,4,5,1,4
2021,207324,20,0,48,34,14
2021,207324,20,1,38,28,10
2021,207324,20,2,8,6,2
2021,207324,20,3,2,0,2
2021,207324,30,0,34,19,15
2021,207324,30,2,13,9,4
2021,207324,30,3,18,10,8
2021,207324,30,4,3,0,3
2021,207324,40,0,8,4,4
2021,207324,40,1,1,1,0
2021,207324,40,3,5,2,3
2021,207324,40,4,2,1,1
2021,207324,42,0,8,4,4
2021,207324,42,1,1,1,0
2021,207324,42,3,5,2,3
2021,207324,42,4,2,1,1
2021,207342,0,0,810,386,424
2021,207342,10,0,810,386,424
2021,207342,10,1,167,104,63
2021,207342,10,2,152,63,89
2021,207342,10,3,284,137,147
2021,207342,10,4,202,78,124
2021,207342,10,5,5,4,1
2021,207342,20,0,122,76,46
2021,207342,20,1,93,62,31
2021,207342,20,2,29,14,15
2021,207342,30,0,78,30,48
2021,207342,30,1,9,2,7
2021,207342,30,2,17,7,10
2021,207342,30,3,52,21,31
2021,207342,40,0,610,280,330
2021,207342,40,1,65,40,25
2021,207342,40,2,106,42,64
2021,207342,40,3,232,116,116
2021,207342,40,4,202,78,124
2021,207342,40,5,5,4,1
2021,207342,42,0,610,280,330
2021,207342,42,1,65,40,25
2021,207342,42,2,106,42,64
2021,207342,42,3,232,116,116
2021,207342,42,4,202,78,124
2021,207342,42,5,5,4,1
2021,207351,0,0,48,26,22
2021,207351,10,0,48,26,22
2021,207351,10,1,8,6,2
2021,207351,10,2,3,2,1
2021,207351,10,3,19,9,10
2021,207351,10,4,17,8,9
2021,207351,10,5,1,1,0
2021,207351,20,0,9,6,3
2021,207351,20,1,8,6,2
2021,207351,20,2,1,0,1
2021,207351,30,0,20,10,10
2021,207351,30,2,2,2,0
2021,207351,30,3,18,8,10
2021,207351,40,0,19,10,9
2021,207351,40,3,1,1,0
2021,207351,40,4,17,8,9
2021,207351,40,5,1,1,0
2021,207351,42,0,19,10,9
2021,207351,42,3,1,1,0
2021,207351,42,4,17,8,9
2021,207351,42,5,1,1,0
2021,207388,0,0,1280,741,539
2021,207388,10,0,1243,722,521
2021,207388,10,1,332,235,97
2021,207388,10,2,273,180,93
2021,207388,10,3,282,148,134
2021,207388,10,4,1,0,1
2021,207388,10,5,99,49,50
2021,207388,10,6,256,110,146
2021,207388,20,0,594,405,189
2021,207388,20,1,331,234,97
2021,207388,20,2,260,169,91
2021,207388,20,3,2,2,0
2021,207388,20,4,1,0,1
2021,207388,30,0,291,155,136
2021,207388,30,2,12,10,2
2021,207388,30,3,279,145,134
2021,207388,40,0,358,162,196
2021,207388,40,1,1,1,0
2021,207388,40,2,1,1,0
2021,207388,40,3,1,1,0
2021,207388,40,5,99,49,50
2021,207388,40,6,256,110,146
2021,207388,42,0,358,162,196
2021,207388,42,1,1,1,0
2021,207388,42,2,1,1,0
2021,207388,42,3,1,1,0
2021,207388,42,5,99,49,50
2021,207388,42,6,256,110,146
2021,207388,50,0,37,19,18
2021,207397,0,0,77,27,50
2021,207397,10,0,77,27,50
2021,207397,10,1,7,6,1
2021,207397,10,2,23,6,17
2021,207397,10,3,26,9,17
2021,207397,10,4,21,6,15
2021,207397,20,0,31,12,19
2021,207397,20,1,7,6,1
2021,207397,20,2,23,6,17
2021,207397,20,4,1,0,1
2021,207397,30,0,46,15,31
2021,207397,30,3,26,9,17
2021,207397,30,4,20,6,14
2021,207403,0,0,84,50,34
2021,207403,10,0,84,50,34
2021,207403,10,1,27,20,7
2021,207403,10,2,20,14,6
2021,207403,10,3,37,16,21
2021,207403,20,0,41,27,14
2021,207403,20,1,25,18,7
2021,207403,20,2,14,9,5
2021,207403,20,3,2,0,2
2021,207403,30,0,31,18,13
2021,207403,30,1,2,2,0
2021,207403,30,2,5,4,1
2021,207403,30,3,24,12,12
2021,207403,40,0,12,5,7
2021,207403,40,2,1,1,0
2021,207403,40,3,11,4,7
2021,207403,41,0,6,3,3
2021,207403,41,3,6,3,3
2021,207403,42,0,6,2,4
2021,207403,42,2,1,1,0
2021,207403,42,3,5,1,4
2021,207403,44,0,6,3,3
2021,207403,44,3,6,3,3
2021,207449,0,0,117,61,56
2021,207449,10,0,117,61,56
2021,207449,10,1,117,61,56
2021,207449,40,0,117,61,56
2021,207449,40,1,117,61,56
2021,207449,42,0,117,61,56
2021,207449,42,1,117,61,56
2021,207458,0,0,189,98,91
2021,207458,10,0,189,98,91
2021,207458,10,1,70,44,26
2021,207458,10,2,47,25,22
2021,207458,10,3,61,25,36
2021,207458,10,4,11,4,7
2021,207458,20,0,76,49,27
2021,207458,20,1,54,38,16
2021,207458,20,2,22,11,11
2021,207458,30,0,25,8,17
2021,207458,30,2,8,4,4
2021,207458,30,3,17,4,13
2021,207458,40,0,88,41,47
2021,207458,40,1,16,6,10
2021,207458,40,2,17,10,7
2021,207458,40,3,44,21,23
2021,207458,40,4,11,4,7
2021,207458,41,0,9,6,3
2021,207458,41,1,6,5,1
2021,207458,41,3,2,0,2
2021,207458,41,4,1,1,0
2021,207458,42,0,79,35,44
2021,207458,42,1,10,1,9
2021,207458,42,2,17,10,7
2021,207458,42,3,42,21,21
2021,207458,42,4,10,3,7
2021,207458,44,0,9,6,3
2021,207458,44,1,6,5,1
2021,207458,44,3,2,0,2
2021,207458,44,4,1,1,0
2021,207500,0,0,1368,805,563
2021,207500,10,0,1368,805,563
2021,207500,10,1,396,280,116
2021,207500,10,2,379,235,144
2021,207500,10,3,297,153,144
2021,207500,10,4,143,56,87
2021,207500,10,5,153,81,72
2021,207500,20,0,729,489,240
2021,207500,20,1,379,271,108
2021,207500,20,2,350,218,132
2021,207500,30,0,241,126,115
2021,207500,30,2,8,6,2
2021,207500,30,3,233,120,113
2021,207500,40,0,398,190,208
2021,207500,40,1,17,9,8
2021,207500,40,2,21,11,10
2021,207500,40,3,64,33,31
2021,207500,40,4,143,56,87
2021,207500,40,5,153,81,72
2021,207500,41,0,234,114,120
2021,207500,41,1,14,7,7
2021,207500,41,2,18,11,7
2021,207500,41,3,57,28,29
2021,207500,41,4,62,27,35
2021,207500,41,5,83,41,42
2021,207500,42,0,138,68,70
2021,207500,42,1,3,2,1
2021,207500,42,2,3,0,3
2021,207500,42,3,7,5,2
2021,207500,42,4,61,24,37
2021,207500,42,5,64,37,27
2021,207500,43,0,26,8,18
2021,207500,43,4,20,5,15
2021,207500,43,5,6,3,3
2021,207500,44,0,234,114,120
2021,207500,44,1,14,7,7
2021,207500,44,2,18,11,7
2021,207500,44,3,57,28,29
2021,207500,44,4,62,27,35
2021,207500,44,5,83,41,42
2021,207564,0,0,86,58,28
2021,207564,10,0,86,58,28
2021,207564,10,6,86,58,28
2021,207564,40,0,86,58,28
2021,207564,40,6,86,58,28
2021,207564,41,0,86,58,28
2021,207564,41,6,86,58,28
2021,207564,45,0,86,58,28
2021,207564,45,6,86,58,28
2021,207582,0,0,149,79,70
2021,207582,10,0,149,79,70
2021,207582,10,1,59,40,19
2021,207582,10,2,32,15,17
2021,207582,10,3,40,17,23
2021,207582,10,5,18,7,11
2021,207582,40,0,149,79,70
2021,207582,40,1,59,40,19
2021,207582,40,2,32,15,17
2021,207582,40,3,40,17,23
2021,207582,40,5,18,7,11
2021,207582,41,0,79,49,30
2021,207582,41,1,56,39,17
2021,207582,41,2,23,10,13
2021,207582,42,0,70,30,40
2021,207582,42,1,3,1,2
2021,207582,42,2,9,5,4
2021,207582,42,3,40,17,23
2021,207582,42,5,18,7,11
2021,207582,44,0,79,49,30
2021,207582,44,1,56,39,17
2021,207582,44,2,23,10,13
2021,207661,0,0,98,54,44
2021,207661,10,0,98,54,44
2021,207661,10,1,29,18,11
2021,207661,10,2,19,14,5
2021,207661,10,3,29,12,17
2021,207661,10,4,21,10,11
2021,207661,20,0,43,29,14
2021,207661,20,1,27,17,10
2021,207661,20,2,15,12,3
2021,207661,20,3,1,0,1
2021,207661,30,0,21,10,11
2021,207661,30,1,1,1,0
2021,207661,30,2,4,2,2
2021,207661,30,3,15,6,9
2021,207661,30,4,1,1,0
2021,207661,40,0,34,15,19
2021,207661,40,1,1,0,1
2021,207661,40,3,13,6,7
2021,207661,40,4,20,9,11
2021,207661,41,0,34,15,19
2021,207661,41,1,1,0,1
2021,207661,41,3,13,6,7
2021,207661,41,4,20,9,11
2021,207661,45,0,34,15,19
2021,207661,45,1,1,0,1
2021,207661,45,3,13,6,7
2021,207661,45,4,20,9,11
2021,207670,0,0,127,49,78
2021,207670,10,0,113,39,74
2021,207670,10,1,113,39,74
2021,207670,20,0,48,18,30
2021,207670,20,1,48,18,30
2021,207670,30,0,52,16,36
2021,207670,30,1,52,16,36
2021,207670,40,0,13,5,8
2021,207670,40,1,13,5,8
2021,207670,42,0,13,5,8
2021,207670,42,1,13,5,8
2021,207670,50,0,14,10,4
2021,207722,0,0,50,27,23
2021,207722,10,0,50,27,23
2021,207722,10,1,17,5,12
2021,207722,10,2,14,9,5
2021,207722,10,3,9,7,2
2021,207722,10,4,10,6,4
2021,207722,20,0,31,14,17
2021,207722,20,1,17,5,12
2021,207722,20,2,14,9,5
2021,207722,30,0,7,5,2
2021,207722,30,3,7,5,2
2021,207722,40,0,12,8,4
2021,207722,40,3,2,2,0
2021,207722,40,4,10,6,4
2021,207722,42,0,11,7,4
2021,207722,42,3,2,2,0
2021,207722,42,4,9,5,4
2021,207722,43,0,1,1,0
2021,207722,43,4,1,1,0
2021,207740,0,0,39,14,25
2021,207740,10,0,39,14,25
2021,207740,10,1,5,2,3
2021,207740,10,2,4,2,2
2021,207740,10,3,22,7,15
2021,207740,10,4,8,3,5
2021,207740,20,0,9,4,5
2021,207740,20,1,5,2,3
2021,207740,20,2,4,2,2
2021,207740,30,0,22,6,16
2021,207740,30,3,21,6,15
2021,207740,30,4,1,0,1
2021,207740,40,0,8,4,4
2021,207740,40,3,1,1,0
2021,207740,40,4,7,3,4
2021,207740,42,0,8,4,4
2021,207740,42,3,1,1,0
2021,207740,42,4,7,3,4
2021,207847,0,0,134,69,65
2021,207847,10,0,134,69,65
2021,207847,10,1,42,29,13
2021,207847,10,2,26,9,17
2021,207847,10,3,38,19,19
2021,207847,10,4,28,12,16
2021,207847,20,0,65,37,28
2021,207847,20,1,42,29,13
2021,207847,20,2,22,7,15
2021,207847,20,3,1,1,0
2021,207847,30,0,42,21,21
2021,207847,30,2,4,2,2
2021,207847,30,3,36,18,18
2021,207847,30,4,2,1,1
2021,207847,40,0,27,11,16
2021,207847,40,3,1,0,1
2021,207847,40,4,26,11,15
2021,207847,42,0,27,11,16
2021,207847,42,3,1,0,1
2021,207847,42,4,26,11,15
2021,207856,0,0,23,13,10
2021,207856,10,0,23,13,10
2021,207856,10,6,23,13,10
2021,207856,40,0,23,13,10
2021,207856,40,6,23,13,10
2021,207856,42,0,4,1,3
2021,207856,42,6,4,1,3
2021,207856,43,0,19,12,7
2021,207856,43,6,19,12,7
2021,207865,0,0,198,93,105
2021,207865,10,0,198,93,105
2021,207865,10,1,50,25,25
2021,207865,10,2,46,23,23
2021,207865,10,3,42,23,19
2021,207865,10,4,60,22,38
2021,207865,20,0,98,49,49
2021,207865,20,1,50,25,25
2021,207865,20,2,42,19,23
2021,207865,20,3,6,5,1
2021,207865,30,0,26,16,10
2021,207865,30,2,3,3,0
2021,207865,30,3,23,13,10
2021,207865,40,0,74,28,46
2021,207865,40,2,1,1,0
2021,207865,40,3,13,5,8
2021,207865,40,4,60,22,38
2021,207865,42,0,74,28,46
2021,207865,42,2,1,1,0
2021,207865,42,3,13,5,8
2021,207865,42,4,60,22,38
2021,207935,0,0,273,100,173
2021,207935,10,0,273,100,173
2021,207935,10,1,20,2,18
2021,207935,10,2,105,38,67
2021,207935,10,3,148,60,88
2021,207935,40,0,273,100,173
2021,207935,40,1,20,2,18
2021,207935,40,2,105,38,67
2021,207935,40,3,148,60,88
2021,207935,42,0,273,100,173
2021,207935,42,1,20,2,18
2021,207935,42,2,105,38,67
2021,207935,42,3,148,60,88
2021,207962,0,0,16,16,0
2021,207962,10,0,16,16,0
2021,207962,10,4,16,16,0
2021,207962,40,0,16,16,0
2021,207962,40,4,16,16,0
2021,207962,41,0,16,16,0
2021,207962,41,4,16,16,0
2021,207962,45,0,16,16,0
2021,207962,45,4,16,16,0
2021,207971,0,0,298,180,118
2021,207971,10,0,298,180,118
2021,207971,10,1,85,70,15
2021,207971,10,2,104,65,39
2021,207971,10,3,90,38,52
2021,207971,10,4,19,7,12
2021,207971,20,0,158,125,33
2021,207971,20,1,80,68,12
2021,207971,20,2,78,57,21
2021,207971,30,0,44,18,26
2021,207971,30,2,3,1,2
2021,207971,30,3,41,17,24
2021,207971,40,0,96,37,59
2021,207971,40,1,5,2,3
2021,207971,40,2,23,7,16
2021,207971,40,3,49,21,28
2021,207971,40,4,19,7,12
2021,207971,41,0,85,33,52
2021,207971,41,1,5,2,3
2021,207971,41,2,19,6,13
2021,207971,41,3,42,18,24
2021,207971,41,4,19,7,12
2021,207971,42,0,11,4,7
2021,207971,42,2,4,1,3
2021,207971,42,3,7,3,4
2021,207971,44,0,85,33,52
2021,207971,44,1,5,2,3
2021,207971,44,2,19,6,13
2021,207971,44,3,42,18,24
2021,207971,44,4,19,7,12
2021,208035,0,0,25,3,22
2021,208035,10,0,25,3,22
2021,208035,10,4,25,3,22
2021,208035,20,0,10,0,10
2021,208035,20,4,10,0,10
2021,208035,30,0,15,3,12
2021,208035,30,4,15,3,12
2021,208275,0,0,44,19,25
2021,208275,10,0,44,19,25
2021,208275,10,4,44,19,25
2021,208275,20,0,35,15,20
2021,208275,20,4,35,15,20
2021,208275,30,0,9,4,5
2021,208275,30,4,9,4,5
2021,208318,0,0,123,54,69
2021,208318,10,0,123,54,69
2021,208318,10,1,38,19,19
2021,208318,10,2,37,18,19
2021,208318,10,3,43,16,27
2021,208318,10,6,5,1,4
2021,208318,20,0,86,42,44
2021,208318,20,1,38,19,19
2021,208318,20,2,36,18,18
2021,208318,20,3,12,5,7
2021,208318,30,0,32,11,21
2021,208318,30,2,1,0,1
2021,208318,30,3,31,11,20
2021,208318,40,0,5,1,4
2021,208318,40,6,5,1,4
2021,208318,42,0,5,1,4
2021,208318,42,6,5,1,4
2021,208390,0,0,189,91,98
2021,208390,10,0,189,91,98
2021,208390,10,4,189,91,98
2021,208390,40,0,189,91,98
2021,208390,40,4,189,91,98
2021,208390,42,0,189,91,98
2021,208390,42,4,189,91,98
2021,208406,0,0,124,63,61
2021,208406,10,0,124,63,61
2021,208406,10,4,124,63,61
2021,208406,40,0,124,63,61
2021,208406,40,4,124,63,61
2021,208406,42,0,124,63,61
2021,208406,42,4,124,63,61
2021,208415,0,0,28,14,14
2021,208415,10,0,28,14,14
2021,208415,10,4,28,14,14
2021,208415,40,0,28,14,14
2021,208415,40,4,28,14,14
2021,208415,42,0,28,14,14
2021,208415,42,4,28,14,14
2021,208479,0,0,17,2,15
2021,208479,10,0,17,2,15
2021,208479,10,4,17,2,15
2021,208479,40,0,17,2,15
2021,208479,40,4,17,2,15
2021,208479,41,0,17,2,15
2021,208479,41,4,17,2,15
2021,208479,45,0,17,2,15
2021,208479,45,4,17,2,15
2021,208512,0,0,10,3,7
2021,208512,10,0,10,3,7
2021,208512,10,4,10,3,7
2021,208512,40,0,10,3,7
2021,208512,40,4,10,3,7
2021,208512,43,0,10,3,7
2021,208512,43,4,10,3,7
2021,208646,0,0,111,54,57
2021,208646,10,0,111,54,57
2021,208646,10,1,27,14,13
2021,208646,10,2,40,20,20
2021,208646,10,3,18,11,7
2021,208646,10,4,26,9,17
2021,208646,20,0,55,29,26
2021,208646,20,1,26,13,13
2021,208646,20,2,29,16,13
2021,208646,30,0,25,11,14
2021,208646,30,1,1,1,0
2021,208646,30,2,11,4,7
2021,208646,30,3,12,6,6
2021,208646,30,4,1,0,1
2021,208646,40,0,31,14,17
2021,208646,40,3,6,5,1
2021,208646,40,4,25,9,16
2021,208646,42,0,31,14,17
2021,208646,42,3,6,5,1
2021,208646,42,4,25,9,16
2021,208822,0,0,197,100,97
2021,208822,10,0,197,100,97
2021,208822,10,1,54,38,16
2021,208822,10,2,39,23,16
2021,208822,10,3,85,32,53
2021,208822,10,4,1,1,0
2021,208822,10,5,1,1,0
2021,208822,10,6,17,5,12
2021,208822,20,0,61,43,18
2021,208822,20,1,51,36,15
2021,208822,20,2,9,7,2
2021,208822,20,6,1,0,1
2021,208822,30,0,86,38,48
2021,208822,30,1,3,2,1
2021,208822,30,2,26,12,14
2021,208822,30,3,57,24,33
2021,208822,40,0,50,19,31
2021,208822,40,2,4,4,0
2021,208822,40,3,28,8,20
2021,208822,40,4,1,1,0
2021,208822,40,5,1,1,0
2021,208822,40,6,16,5,11
2021,208822,42,0,34,14,20
2021,208822,42,2,4,4,0
2021,208822,42,3,28,8,20
2021,208822,42,4,1,1,0
2021,208822,42,5,1,1,0
2021,208822,43,0,16,5,11
2021,208822,43,6,16,5,11
2021,209038,0,0,186,75,111
2021,209038,10,0,186,75,111
2021,209038,10,6,186,75,111
2021,209038,40,0,186,75,111
2021,209038,40,6,186,75,111
2021,209038,42,0,186,75,111
2021,209038,42,6,186,75,111
2021,209056,0,0,200,98,102
2021,209056,10,0,183,87,96
2021,209056,10,1,58,38,20
2021,209056,10,2,79,35,44
2021,209056,10,3,34,8,26
2021,209056,10,4,11,6,5
2021,209056,10,5,1,0,1
2021,209056,20,0,125,68,57
2021,209056,20,1,50,36,14
2021,209056,20,2,75,32,43
2021,209056,30,0,22,6,16
2021,209056,30,3,22,6,16
2021,209056,40,0,36,13,23
2021,209056,40,1,8,2,6
2021,209056,40,2,4,3,1
2021,209056,40,3,12,2,10
2021,209056,40,4,11,6,5
2021,209056,40,5,1,0,1
2021,209056,41,0,7,2,5
2021,209056,41,1,7,2,5
2021,209056,42,0,29,11,18
2021,209056,42,1,1,0,1
2021,209056,42,2,4,3,1
2021,209056,42,3,12,2,10
2021,209056,42,4,11,6,5
2021,209056,42,5,1,0,1
2021,209056,45,0,7,2,5
2021,209056,45,1,7,2,5
2021,209056,50,0,17,11,6
2021,209065,0,0,135,50,85
2021,209065,10,0,135,50,85
2021,209065,10,1,45,24,21
2021,209065,10,2,43,13,30
2021,209065,10,3,47,13,34
2021,209065,20,0,79,35,44
2021,209065,20,1,41,23,18
2021,209065,20,2,36,11,25
2021,209065,20,3,2,1,1
2021,209065,30,0,27,8,19
2021,209065,30,1,2,1,1
2021,209065,30,2,4,1,3
2021,209065,30,3,21,6,15
2021,209065,40,0,29,7,22
2021,209065,40,1,2,0,2
2021,209065,40,2,3,1,2
2021,209065,40,3,24,6,18
2021,209065,41,0,13,1,12
2021,209065,41,1,1,0,1
2021,209065,41,2,1,0,1
2021,209065,41,3,11,1,10
2021,209065,42,0,16,6,10
2021,209065,42,1,1,0,1
2021,209065,42,2,2,1,1
2021,209065,42,3,13,5,8
2021,209065,44,0,13,1,12
2021,209065,44,1,1,0,1
2021,209065,44,2,1,0,1
2021,209065,44,3,11,1,10
2021,209074,0,0,122,60,62
2021,209074,10,0,122,60,62
2021,209074,10,6,122,60,62
2021,209074,40,0,122,60,62
2021,209074,40,6,122,60,62
2021,209074,42,0,122,60,62
2021,209074,42,6,122,60,62
2021,209241,0,0,11,7,4
2021,209241,10,0,11,7,4
2021,209241,10,1,2,2,0
2021,209241,10,2,8,4,4
2021,209241,10,3,1,1,0
2021,209241,40,0,11,7,4
2021,209241,40,1,2,2,0
2021,209241,40,2,8,4,4
2021,209241,40,3,1,1,0
2021,209241,42,0,11,7,4
2021,209241,42,1,2,2,0
2021,209241,42,2,8,4,4
2021,209241,42,3,1,1,0
2021,209250,0,0,135,60,75
2021,209250,10,0,135,60,75
2021,209250,10,4,135,60,75
2021,209250,20,0,111,52,59
2021,209250,20,4,111,52,59
2021,209250,30,0,23,8,15
2021,209250,30,4,23,8,15
2021,209250,40,0,1,0,1
2021,209250,40,4,1,0,1
2021,209250,42,0,1,0,1
2021,209250,42,4,1,0,1
2021,209287,0,0,21,12,9
2021,209287,10,0,21,12,9
2021,209287,10,1,7,5,2
2021,209287,10,2,6,4,2
2021,209287,10,3,7,3,4
2021,209287,10,4,1,0,1
2021,209287,20,0,3,2,1
2021,209287,20,1,3,2,1
2021,209287,40,0,18,10,8
2021,209287,40,1,4,3,1
2021,209287,40,2,6,4,2
2021,209287,40,3,7,3,4
2021,209287,40,4,1,0,1
2021,209287,41,0,16,9,7
2021,209287,41,1,4,3,1
2021,209287,41,2,6,4,2
2021,209287,41,3,6,2,4
2021,209287,42,0,2,1,1
2021,209287,42,3,1,1,0
2021,209287,42,4,1,0,1
2021,209287,45,0,16,9,7
2021,209287,45,1,4,3,1
2021,209287,45,2,6,4,2
2021,209287,45,3,6,2,4
2021,209296,0,0,22,10,12
2021,209296,10,0,22,10,12
2021,209296,10,1,6,3,3
2021,209296,10,2,9,4,5
2021,209296,10,3,7,3,4
2021,209296,40,0,22,10,12
2021,209296,40,1,6,3,3
2021,209296,40,2,9,4,5
2021,209296,40,3,7,3,4
2021,209296,42,0,22,10,12
2021,209296,42,1,6,3,3
2021,209296,42,2,9,4,5
2021,209296,42,3,7,3,4
2021,209409,0,0,26,15,11
2021,209409,10,0,26,15,11
2021,209409,10,1,7,4,3
2021,209409,10,2,10,7,3
2021,209409,10,3,8,3,5
2021,209409,10,4,1,1,0
2021,209409,40,0,26,15,11
2021,209409,40,1,7,4,3
2021,209409,40,2,10,7,3
2021,209409,40,3,8,3,5
2021,209409,40,4,1,1,0
2021,209409,42,0,26,15,11
2021,209409,42,1,7,4,3
2021,209409,42,2,10,7,3
2021,209409,42,3,8,3,5
2021,209409,42,4,1,1,0
2021,209490,0,0,1790,762,1028
2021,209490,10,0,1790,762,1028
2021,209490,10,1,222,148,74
2021,209490,10,2,346,169,177
2021,209490,10,3,732,309,423
2021,209490,10,4,485,136,349
2021,209490,10,5,5,0,5
2021,209490,20,0,81,51,30
2021,209490,20,1,65,43,22
2021,209490,20,2,16,8,8
2021,209490,30,0,40,26,14
2021,209490,30,1,4,2,2
2021,209490,30,2,16,10,6
2021,209490,30,3,20,14,6
2021,209490,40,0,1669,685,984
2021,209490,40,1,153,103,50
2021,209490,40,2,314,151,163
2021,209490,40,3,712,295,417
2021,209490,40,4,485,136,349
2021,209490,40,5,5,0,5
2021,209490,41,0,12,4,8
2021,209490,41,1,1,0,1
2021,209490,41,2,4,2,2
2021,209490,41,3,7,2,5
2021,209490,42,0,1640,679,961
2021,209490,42,1,152,103,49
2021,209490,42,2,310,149,161
2021,209490,42,3,698,293,405
2021,209490,42,4,479,134,345
2021,209490,42,5,1,0,1
2021,209490,43,0,17,2,15
2021,209490,43,3,7,0,7
2021,209490,43,4,6,2,4
2021,209490,43,5,4,0,4
2021,209490,44,0,12,4,8
2021,209490,44,1,1,0,1
2021,209490,44,2,4,2,2
2021,209490,44,3,7,2,5
2021,209506,0,0,160,94,66
2021,209506,10,0,151,87,64
2021,209506,10,1,48,33,15
2021,209506,10,2,50,30,20
2021,209506,10,3,33,18,15
2021,209506,10,4,20,6,14
2021,209506,20,0,93,62,31
2021,209506,20,1,48,33,15
2021,209506,20,2,43,27,16
2021,209506,20,3,2,2,0
2021,209506,30,0,33,16,17
2021,209506,30,2,6,3,3
2021,209506,30,3,27,13,14
2021,209506,40,0,25,9,16
2021,209506,40,2,1,0,1
2021,209506,40,3,4,3,1
2021,209506,40,4,20,6,14
2021,209506,42,0,25,9,16
2021,209506,42,2,1,0,1
2021,209506,42,3,4,3,1
2021,209506,42,4,20,6,14
2021,209506,50,0,9,7,2
2021,209542,0,0,1249,724,525
2021,209542,10,0,1249,724,525
2021,209542,10,1,318,232,86
2021,209542,10,2,325,199,126
2021,209542,10,3,209,101,108
2021,209542,10,4,397,192,205
2021,209542,20,0,609,415,194
2021,209542,20,1,317,231,86
2021,209542,20,2,290,183,107
2021,209542,20,4,2,1,1
2021,209542,30,0,180,92,88
2021,209542,30,2,14,7,7
2021,209542,30,3,166,85,81
2021,209542,40,0,460,217,243
2021,209542,40,1,1,1,0
2021,209542,40,2,21,9,12
2021,209542,40,3,43,16,27
2021,209542,40,4,395,191,204
2021,209542,42,0,460,217,243
2021,209542,42,1,1,1,0
2021,209542,42,2,21,9,12
2021,209542,42,3,43,16,27
2021,209542,42,4,395,191,204
2021,209551,0,0,946,535,411
2021,209551,10,0,946,535,411
2021,209551,10,1,287,189,98
2021,209551,10,2,273,163,110
2021,209551,10,3,173,89,84
2021,209551,10,4,194,91,103
2021,209551,10,5,19,3,16
2021,209551,20,0,546,340,206
2021,209551,20,1,274,178,96
2021,209551,20,2,269,161,108
2021,209551,20,4,3,1,2
2021,209551,30,0,178,92,86
2021,209551,30,1,3,3,0
2021,209551,30,2,4,2,2
2021,209551,30,3,171,87,84
2021,209551,40,0,222,103,119
2021,209551,40,1,10,8,2
2021,209551,40,3,2,2,0
2021,209551,40,4,191,90,101
2021,209551,40,5,19,3,16
2021,209551,41,0,189,93,96
2021,209551,41,1,9,7,2
2021,209551,41,4,161,83,78
2021,209551,41,5,19,3,16
2021,209551,42,0,20,7,13
2021,209551,42,1,1,1,0
2021,209551,42,3,2,2,0
2021,209551,42,4,17,4,13
2021,209551,43,0,13,3,10
2021,209551,43,4,13,3,10
2021,209551,44,0,48,23,25
2021,209551,44,1,4,3,1
2021,209551,44,4,34,19,15
2021,209551,44,5,10,1,9
2021,209551,45,0,141,70,71
2021,209551,45,1,5,4,1
2021,209551,45,4,127,64,63
2021,209551,45,5,9,2,7
2021,209603,0,0,24,9,15
2021,209603,10,0,24,9,15
2021,209603,10,1,1,1,0
2021,209603,10,2,21,7,14
2021,209603,10,3,2,1,1
2021,209603,40,0,24,9,15
2021,209603,40,1,1,1,0
2021,209603,40,2,21,7,14
2021,209603,40,3,2,1,1
2021,209603,41,0,24,9,15
2021,209603,41,1,1,1,0
2021,209603,41,2,21,7,14
2021,209603,41,3,2,1,1
2021,209603,44,0,24,9,15
2021,209603,44,1,1,1,0
2021,209603,44,2,21,7,14
2021,209603,44,3,2,1,1
2021,209612,0,0,280,122,158
2021,209612,10,0,277,122,155
2021,209612,10,1,75,44,31
2021,209612,10,2,87,41,46
2021,209612,10,3,105,34,71
2021,209612,10,4,10,3,7
2021,209612,20,0,129,68,61
2021,209612,20,1,67,39,28
2021,209612,20,2,60,28,32
2021,209612,20,3,2,1,1
2021,209612,30,0,46,15,31
2021,209612,30,1,1,1,0
2021,209612,30,2,3,0,3
2021,209612,30,3,42,14,28
2021,209612,40,0,102,39,63
2021,209612,40,1,7,4,3
2021,209612,40,2,24,13,11
2021,209612,40,3,61,19,42
2021,209612,40,4,10,3,7
2021,209612,41,0,42,20,22
2021,209612,41,1,4,2,2
2021,209612,41,2,23,13,10
2021,209612,41,3,12,4,8
2021,209612,41,4,3,1,2
2021,209612,42,0,60,19,41
2021,209612,42,1,3,2,1
2021,209612,42,2,1,0,1
2021,209612,42,3,49,15,34
2021,209612,42,4,7,2,5
2021,209612,44,0,42,20,22
2021,209612,44,1,4,2,2
2021,209612,44,2,23,13,10
2021,209612,44,3,12,4,8
2021,209612,44,4,3,1,2
2021,209612,50,0,3,0,3
2021,209746,0,0,386,178,208
2021,209746,10,0,386,178,208
2021,209746,10,4,386,178,208
2021,209746,20,0,319,152,167
2021,209746,20,4,319,152,167
2021,209746,30,0,43,19,24
2021,209746,30,4,43,19,24
2021,209746,40,0,24,7,17
2021,209746,40,4,24,7,17
2021,209746,42,0,24,7,17
2021,209746,42,4,24,7,17
2021,209807,0,0,725,369,356
2021,209807,10,0,725,369,356
2021,209807,10,1,212,135,77
